"Story","Title","Result","Date","Stability","Duration (s)"
"yo como usuario quiero seleccionar 5 productos aleatorios, con cantidades aleatorias entre 1 y 10","Seleccion de 5 productos","FAILURE","2023-04-25T14:36:26.279608-05:00[America/Bogota]","0.0","55.22"
